Platform;Station;Grid;Instrument_Type;Lat;Lon;Status;Project_Name
Vessel;A4525;92-08;CTD;-34.736;22.1222;Active;Anchovy Recruitment Survey
Vessel;A4526;92-06;CTD;-34.581;22.0963;Active;Anchovy Recruitment Survey
Vessel;A4527;92-04;CTD;-34.4058;22.0245;Active;Anchovy Recruitment Survey
Vessel;A4529;92-02;CTD;-34.2822;22.1478;Active;Anchovy Recruitment Survey
Vessel;A4542;100-14;CTD;-35.0862;23.0395;Active;Anchovy Recruitment Survey
Vessel;A4543;100-12;CTD;-35.0;22.97;Active;Anchovy Recruitment Survey
Vessel;A4545;100-10;CTD;-34.7035;22.6833;Active;Anchovy Recruitment Survey
Vessel;A4546;100-08;CTD;-34.542;22.542;Active;Anchovy Recruitment Survey
Vessel;A4548;100-06;CTD;-34.3295;22.2813;Active;Anchovy Recruitment Survey
Vessel;A4549;100-04;CTD;-34.26;22.833;Active;Anchovy Recruitment Survey
Vessel;A4551;100-02;CTD;-34.1;22.8;Active;Anchovy Recruitment Survey
Vessel;A4560;108-12;CTD;-34.8215;23.7902;Active;Anchovy Recruitment Survey
Vessel;A4562;108-10;CTD;-34.6598;23.77;Active;Anchovy Recruitment Survey
Vessel;A4564;108-08;CTD;-34.4933;23.7117;Active;Anchovy Recruitment Survey
Vessel;A4566;108-06;CTD;-34.3303;23.6658;Active;Anchovy Recruitment Survey
Vessel;A4567;108-04;CTD;-34.1522;23.5988;Active;Anchovy Recruitment Survey
Vessel;A4568;108-02;CTD;-34.0083;23.5917;Active;Anchovy Recruitment Survey
Vessel;A4578;116-10;CTD;-34.8887;24.5785;Active;Anchovy Recruitment Survey
Vessel;A4579;116-08;CTD;-34.7002;24.5662;Active;Anchovy Recruitment Survey
Vessel;A4580;116-06;CTD;-34.5333;24.5248;Active;Anchovy Recruitment Survey
Vessel;A4581;116-04;CTD;-34.3755;24.4805;Active;Anchovy Recruitment Survey
Vessel;A4584;116-02;CTD;-34.2377;24.4482;Active;Anchovy Recruitment Survey
Vessel;A4590;124-08;CTD;-34.4945;25.3323;Active;Anchovy Recruitment Survey
Vessel;A4591;124-06;CTD;-34.3327;25.2968;Active;Anchovy Recruitment Survey
Vessel;A4592;124-04;CTD;-34.1702;25.262;Active;Anchovy Recruitment Survey
Vessel;A4594;124-02;CTD;-34.0088;25.2272;Active;Anchovy Recruitment Survey
Vessel;A4601;132-10;CTD;-34.4085;26.1198;Active;Anchovy Recruitment Survey
Vessel;A4602;132-08;CTD;-34.2443;26.0923;Active;Anchovy Recruitment Survey
Vessel;A4603;132-06;CTD;-34.0767;26.0642;Active;Anchovy Recruitment Survey
Vessel;A4605;132-04;CTD;-33.9145;26.0307;Active;Anchovy Recruitment Survey
Vessel;A4607;132-02;CTD;-33.7407;25.9937;Active;Anchovy Recruitment Survey
Vessel;A4620;144-02;CTD;-33.5412;27.154;Active;Anchovy Recruitment Survey
Vessel;A4621;144-04;CTD;-33.7057;27.2293;Active;Anchovy Recruitment Survey
Vessel;A4622;144-06;CTD;-33.8225;27.2833;Active;Anchovy Recruitment Survey
Vessel;A4632;156-05;CTD;-33.1475;28.2702;Active;Anchovy Recruitment Survey
Vessel;A4633;156-04;CTD;-33.1052;28.1885;Active;Anchovy Recruitment Survey
Vessel;A4634;156-02;CTD;-32.9315;28.1052;Active;Anchovy Recruitment Survey
Vessel;A4643;168-02;CTD;-32.2408;28.9612;Active;Anchovy Recruitment Survey
Vessel;A4644;168-03;CTD;-32.3033;29.0143;Active;Anchovy Recruitment Survey
Vessel;A4646;168-04;CTD;-32.3863;29.0783;Active;Anchovy Recruitment Survey
Vessel;A4656;180-02;CTD;-31.4712;29.7782;Active;Anchovy Recruitment Survey
Vessel;A4657;180-03;CTD;-31.5517;29.8227;Active;Anchovy Recruitment Survey
Vessel;A4669;192-02;CTD;-30.6947;30.5263;Active;Anchovy Recruitment Survey
Vessel;A4670;192-03;CTD;-30.7475;30.6012;Active;Anchovy Recruitment Survey
Vessel;A4681;204-06;CTD;-30.0003;31.3443;Active;Anchovy Recruitment Survey
Vessel;A4682;204-04;CTD;-29.8917;31.218;Active;Anchovy Recruitment Survey
Vessel;A4683;204-02;CTD;-29.7533;31.1113;Active;Anchovy Recruitment Survey
Vessel;A4696;216-02;CTD;-29.0712;31.7572;Active;Anchovy Recruitment Survey
Vessel;A4697;216-04;CTD;-29.0742;32.0963;Active;Anchovy Recruitment Survey
Vessel;A4698;216-06;CTD;-29.2088;32.2027;Active;Anchovy Recruitment Survey
Vessel;A8817;01-07A;CTD;-35.253;19.79;Active;Anchovy Recruitment Survey
Vessel;A8818;02-07;CTD;-35.208;19.525;Active;Anchovy Recruitment Survey
Vessel;A8819;02-05;CTD;-35.067;19.615;Active;Anchovy Recruitment Survey
Vessel;A8848;62-05;CTD;-28.567;15.913;Active;Anchovy Recruitment Survey
Vessel;A8849;62-03;CTD;-28.567;16.1;Active;Anchovy Recruitment Survey
Vessel;A8850;62-01;CTD;-28.567;16.247;Active;Anchovy Recruitment Survey
Vessel;A8857;64-11;CTD;-28.002;14.767;Active;Anchovy Recruitment Survey
Vessel;A8859;64-07;CTD;-28.002;15.143;Active;Anchovy Recruitment Survey
Vessel;A8860;64-05;CTD;-28.002;15.33;Active;Anchovy Recruitment Survey
Vessel;A8861;64-03;CTD;-28.002;15.517;Active;Anchovy Recruitment Survey
Vessel;A8862;64-01;CTD;-28.002;15.683;Active;Anchovy Recruitment Survey
Vessel;A8869;67-01;CTD;-26.883;15.117;Active;Anchovy Recruitment Survey
Vessel;A8870;67-03;CTD;-26.883;14.933;Active;Anchovy Recruitment Survey
Vessel;A8871;67-05;CTD;-26.883;14.745;Active;Anchovy Recruitment Survey
Vessel;A10045;28-01;CTD;-30.45;17.3;Active;Anchovy Recruitment Survey
Vessel;A10046;28-02;CTD;-30.455;17.238333;Active;Anchovy Recruitment Survey
Vessel;A10048;28-03;CTD;-30.447;17.117;Active;Anchovy Recruitment Survey
Vessel;A10049;28-05;CTD;-30.45;16.92;Active;Anchovy Recruitment Survey
Vessel;A9953;05-01;CTD;-34.14;18.74;Active;Anchovy Recruitment Survey
Vessel;A9956;05-03;CTD;-34.298;18.627;Active;Anchovy Recruitment Survey
Vessel;A9958;05-05;CTD;-34.445;18.515;Active;Anchovy Recruitment Survey
Vessel;A9960;05-07;CTD;-34.58;18.43;Active;Anchovy Recruitment Survey
Vessel;A9966;08-05;CTD;-34.042;17.965;Active;Anchovy Recruitment Survey
Vessel;A9967;08-04;CTD;-34.001;18.053;Active;Anchovy Recruitment Survey
Vessel;A9968;08-03;CTD;-33.98;18.133;Active;Anchovy Recruitment Survey
Vessel;A9969;08-02;CTD;-33.968;18.255;Active;Anchovy Recruitment Survey
Vessel;A9970;08-01;CTD;-33.94;18.327;Active;Anchovy Recruitment Survey
Vessel;A9987;14-04;CTD;-32.87;17.527;Active;Anchovy Recruitment Survey
Vessel;A9988;14-03;CTD;-32.866667;17.633333;Active;Anchovy Recruitment Survey
Vessel;A9990;14-02;CTD;-32.867;17.732;Active;Anchovy Recruitment Survey
Vessel;A9991;14-01;CTD;-32.87;17.827;Active;Anchovy Recruitment Survey
Vessel;A11548;01-01;CTD;-34.149;18.279;Active;Pelagic Recruitment Survey
Vessel;A11548;01-01;CTD;-34.149;18.279;Active;Pelagic Recruitment Survey
Vessel;A11549;01-03;CTD;-34.28;18.155;Active;Pelagic Recruitment Survey
Vessel;A11550;01-05;CTD;-34.43;18.075;Active;Pelagic Recruitment Survey
Vessel;A11567;05-01;CTD;-34.439;19.182;Active;Pelagic Recruitment Survey
Vessel;A11568A;05-03;CTD;-34.573;19.087;Active;Pelagic Recruitment Survey
Vessel;A11571;05-05;CTD;-34.723;18.978;Active;Pelagic Recruitment Survey
Vessel;A11573;05-07;CTD;-34.868;18.878;Active;Pelagic Recruitment Survey
Vessel;A11583;07-07;CTD;-35.129;19.193;Active;Pelagic Recruitment Survey
Vessel;A11584;08-07;CTD;-35.291;19.677;Active;Pelagic Recruitment Survey
Vessel;A11585;08-05;CTD;-35.177;19.783;Active;Pelagic Recruitment Survey
Vessel;A11586;08-03;CTD;-35.029;19.886;Active;Pelagic Recruitment Survey
Vessel;A11587;08-01;CTD;-34.878;19.984;Active;Pelagic Recruitment Survey
Vessel;A11689;33-03;CTD;-33.087;17.679;Active;Pelagic Recruitment Survey
Vessel;A11690;33-05;CTD;-33.174;17.501;Active;Pelagic Recruitment Survey
Vessel;A11703;37-07;CTD;-32.429;17.724;Active;Pelagic Recruitment Survey
Vessel;A11704;37-05;CTD;-32.435;17.911;Active;Pelagic Recruitment Survey
Vessel;A11705;37-03;CTD;-32.435;18.105;Active;Pelagic Recruitment Survey
Vessel;A11707;37-01;CTD;-32.436;18.299;Active;Pelagic Recruitment Survey
Vessel;A11765;49-05;CTD;-30.428;16.924;Active;Pelagic Recruitment Survey
Vessel;A11767A;49-03;CTD;-30.431;17.116;Active;Pelagic Recruitment Survey
Vessel;A11768;49-02;CTD;-30.428;17.21;Active;Pelagic Recruitment Survey
Vessel;A11800;57-04;CTD;-28.85;16.279;Active;Pelagic Recruitment Survey
Vessel;A11802;57-02;CTD;-28.853;16.469;Active;Pelagic Recruitment Survey
Vessel;A11803;57-01;CTD;-28.859;16.561;Active;Pelagic Recruitment Survey
Mooring;Sez01;Unkown;ADCP;-30.422;30.693;Unkown;African Coelacanth Ecosystem Programme
Mooring;Dbn02;Unkown;ADCP;-29.017;31.271;Unkown;African Coelacanth Ecosystem Programme
Mooring;RiB02;Unkown;ADCP;-29.02;32.26;Unkown;African Coelacanth Ecosystem Programme
Mooring;RiB01;Unkown;ADCP;-28.92;32.06;Unkown;African Coelacanth Ecosystem Programme
